,TweetID,Username,Text,CreateDate,Biased,Keyword
11,1255387982653263872,rolaniyarahul,"the danish bible society has removed dozens of references to israel from translations of the hebrew bible and the new testament

no one can rewrite history and delete israel from history israel is here yo stay whether they like it or not httpstcoaeux1paeuu",20200429 0646330000,0,israel
12,1230234863438983168,blacklistednews,cbs news how jewish american pedophiles hide from justice in israel httpstco6zky4sakti httpstco3n7fgrgkzb,20200219 2057020000,0,israel
13,1214745326642290689,8proverbs,"the democrat party reached a new low in a vicious attack against israel that was full of lies rep rashida tlaib actually wore the jihad war scarf keffiyeh on the floor of the house of representatives 

is this is being reported by our nonbiased media  httpstcojmbwt8b0cg",20200108 0307090000,0,israel
14,1246631594191990799,mnzwatchman,"bismofunyunsss jlineberry berniesanders how did mose knew to arrange the children of israel in the form of a cross in numbers  

also 

and moses made a serpent of brass and put it upon a pole and it came to pass that if a serpent had bitten any man when he beheld the serpent of brass he lived
numbers 219 kjv httpstcorvr6xjifbv",20200405 0251480000,0,israel
15,1222609422238617600,janlindsay,joann54819331 jb62154 sexcounseling robertrlocklea5 dbongino mittromney lisamurkowski senatorcollins israel has been destroying palestinians and stealing their land for decades the usa is drilling oil in palestine thats theft they are invading another countryremember poland,20200129 1956150000,1,israel
16,1232130327059091456,petercurtin4,stunning how gratuitously and galactically stupid sanders attack on aipac israel defense of castro are whats the point satisfying his base ideological conviction either way shape of things to come httpstcokssucqt9dw,20200225 0228560000,0,israel
17,1224072559915929601,bulldog665,frankpercival yorkshirelady3 leave my timeline you�re a marxist and anti israel,20200202 2050150000,0,israel
18,1245627737940746241,amichaistein1,breaking israel pm netanyahu entered selfquarantine until next wednesday,20200402 0822500000,0,israel
19,1216955676628586496,gpmatteucci,rt anniebwansford i love visiting new countries and on the list now is israel after a few hours i love tel aviv httpstcolckjxpmvan,20200114 0530170000,0,israel
20,1247290499607732225,faithandfreedom,"beautiful to see christians and jews come together to help the impoverished in israel

httpstcog6mxrhvq1n",20200406 2230030000,0,israel
21,1253178827662114817,alizarwan,ar26389717 a massive number of people in bani israel were doing bukwas allah did it to shut their mouth,20200423 0428100000,0,israel
22,1217912306480316416,nickforthemany,rachaelswindon knightrgb i agree however there are many people who say it is antisemetic to challenge the israeli government at allits a word used to often now by people who don�t understand it it�s antisemetic to challenge the existence of the jewish community and it�s people not a governments action,20200116 2051360000,0,israel
23,1247771004379643906,drmikeh49,gerrysimpsonhrw hrw israel isn�t occupying gaza and there�s no blockade on medical supplies nor is israel responsible for hamas� decision to prioritize terror tunnels and rockets over the health care system in gaza,20200408 0619240000,0,israel
24,1238842858481823744,infinityhes,this is so stupid that israel is also almost out of toilet paper in our stores bc we make it here not in china people are so f dumb,20200314 1502080000,0,israel
25,1231091208400887808,setapartsenseii,protection is very needed by all in these times especially the children of israel satan is lurking at an all time high for the righteous especially because most of the world has turned to a reprobated mind which means their souls are already his to say the very least,20200222 0539510000,0,israel
26,1221102213797498882,bpost222," israel gym  

 latias 

gym  don quixote 
city  ramat gan 
team  
time  xx31

3205097134776826
expassgym
pokemongo",20200125 1607090000,0,israel
27,1231989519664074756,fredm276,"breaking an israeli mother is taking cover with her son as at least 20 rockets were fired at southern israel right now gaza 

please pray  httpstcox0riugudhm",20200224 1709250000,0,israel
28,1213188309155008513,ladyliberty1791,"iran lied to america and the west

iran funds terror against america and israel

why did obama and biden send them 1 billion in cash

did they get anything in return

why is john kerry allowed to secretly negotiate in defiance of the logan act

investigate these ties to iran",20200103 2000070000,0,israel
29,1233031871858171906,cvillivesmatter,ive never been more ashamed to say i ever supported israel,20200227 1411210000,0,israel
30,1234727115041517569,dbochemwlf,mrbesseder bdsaustralia hey hey bibi win and viva bib am israel hai,20200303 0627390000,0,israel
31,1217968301118234626,realxijinping,regretjap123 romanticdesert bowlclogger69 diaspora boy vs israel man httpstcowkgi4fxmng,20200117 0034060000,0,israel
32,1213927243153625090,bsavell,report obama thwarted israeli plan to kill soleimani in 2015 by leaking details to iran  breaking israel news  latest news biblical perspective httpstcovbevqhkrhy,20200105 2056230000,0,israel
33,1216390039065780225,mikereesem,from india to hungary to the us    israel finds comfort with the most repressive and totalitarian regimes in the world its what it is,20200112 1602390000,0,israel
34,1212667267965751296,mrsaddams,"israel starts the new year by demolishing a palestinian house in jerusalem this morning

happynew2020 palestine httpstco7mv4zsmkbq",20200102 0929410000,0,israel
35,1224304317009735680,stephiegilley,israel has played a key role in us aggression towards iran httpstcoj5sca84tku congress nyc texas florida california london paris munich madrid canada ohio kentucky iowa tennessee arazona nevada iran iraq,20200203 1211100000,0,israel
36,1217246308743962624,mickybtfc62,rt mariekate2 antisemitism election row was stoked by israel labour report says httpstcomruswvgd2q via telegraph,20200115 0045100000,0,israel
37,1246436250770386945,capybaratime,"mutedlavender isabelle
israel
really makes  you think",20200404 1355340000,0,israel
38,1217531422866464768,nosilenced,"breaking

israel strikes terror targets in the gaza strip as a response to rockets fired this past week at civilian areas 

freegazafromhamas httpstcomsnibtfmqb",20200115 1938060000,0,israel
39,1241528845871779840,loganxartx,"ipitydafool ggreenwald israel funds and arms hamas

zionist coward",20200322 0055180000,1,israel
40,1233523876606468099,rockapepolitics,"the boycott movement bds against israel is so obviously rooted in antisemitism 

it is telling that nations such as germany and austria  who know exactly what antisemitic boycotts look like  wont tolerate it at all 

they know what it is and where it leads",20200228 2246240000,0,israel
41,1248359605505327110,nezihemuhiddin,istanbultelaviv so israel is expected to allow the shipment of aid to palestinian authorities what should we understand from it there is no official public explanation from both states yet i have no trust that this could work out good for palestinians in any way,20200409 2118180000,0,israel
42,1229064832747483137,tunjigbadamosi,you dont get to label anyone critical of israel and the weaponisation of antisemitism as a crank and label the evidenceless claims of former guido employees as something to be taken seriously and then be angry rlb took the only stance that wouldnt lead to mass condemnation,20200216 1527450000,0,israel
43,1247537101219880960,judithbergman,barghouti saving our own asses more important than boycotting israel  httpstcosucfwjukwj via mideastbeasties,20200407 1449570000,0,israel
44,1239507737853038594,sashwatd,"netanyahu makes special request to prime minister narendra modi to help israel fight coronavirus pandemic india lifts ban on export of pharmaceuticals

httpstcora5kgab3in",20200316 1104080000,0,israel
45,1224390663879438336,bhfriedman,it�s telling and crazy if you stand back to see pronetanyahu media in israel warn a us president so far slavishly supportive of their agenda that he risks his us evangelical support by delaying acceptance of israeli annexation of a chunk of the west bank httpstcomm8ksdkj67,20200203 1754170000,0,israel
46,1215156090335367168,zeerlin12,robertcp bilbalbag criticising the israel gov is not as so know one should check themselves for these cranks abuse against a jewish person is as  criticising zionism is not i get what you mean tho,20200109 0619230000,0,israel
47,1240689090007158784,bricbreaker,from sheba hospital in israel which is handling coronavirus patientsnational strategy was containment mitigation and increasing capacity for coronavirus patients and develop a strategy to separate corona patients from other patients heavily dependent on diagnostics,20200319 1718240000,0,israel
48,1230635175152799744,pinkitsjustme,god told me to eat like israel,20200220 2327440000,0,israel
49,1236028599624519684,hertfordshirean,ilsestosanso abdullahzone dannydanon in the 1960s as part of an ongoing effort to destroy israel and israels neighbours wish for the military occupation to cease then they know they have one option and thats to demonstrate incontrovertibly that they have given up violence against israel forever,20200306 2039170000,0,israel
50,1254001483735019520,elizabethssis,41 it was after that washington post report of course that we learned from abc and the times of israel that in fact trumps team did recognize the growing pandemic threat�in november 2019�its just that it did nothing about it nor chinas pandemicoriented trade demands,20200425 1057060000,0,israel
51,1215692959175278594,elisabethtobler,�rightwing and farright movements and political parties across the world also idolise israel as they view the zionist colonial project as a successful model of european domination over the indigenous populations of developing countries� httpstcomeraamjh9u,20200110 1752420000,1,israel
52,1239551832571219972,milkkitouch,rt qiss0rkid go to israel pls  we dont need you,20200316 1359210000,1,israel
53,1222378805978857474,smilingkace,�and jabez called on the god of israel saying �oh that you would bless me indeed and enlarge my territory that your hand would be with me and that you would keep me from evil that i may not cause pain� so god� httpstco5xzg1vqxwt,20200129 0439520000,0,israel
54,1240738405803327489,mitzvahstream,israel breaking netanyahu people of israel are ordered to stay at home for 7 days it is now a command police will enforce it,20200319 2034220000,0,israel
55,1255263038149713920,theimeu,ever since trump took office in 2016 israel has built more illegal settlements on palestinian land and displaced more families than in previous years now israel plans to begin annexing entire swathes of land in the west bank  httpstco1m1wdgxflu httpstcoxti6vs6f3f,20200428 2230040000,0,israel
56,1218884570025689089,thistle8blower,"a big discussion on whether to ask the communitys deputies what they think about israel
israelsurvey
marievanderzyl is against the survey but said the boardofdeputies is democratic
labourleadershipelection 
the boardofdeputies is divided on the question of israel",20200119 1315010000,0,israel
57,1213668802334019584,hy94577003,"there are more arabs in israel�
�than there are jews in europe

there are more jews in borehamwood synagogue�
�than there are jews in the arab world

think about that",20200105 0349260000,0,israel
58,1215429058185564160,otoniel1234567,rt beholdisrael 50 years record of rainfalls in israel within the last two weeks the level of the sea of galilee is rising very fast,20200110 0024030000,0,israel
59,1244506854975246343,serene1968,today is the 44th palestinelandday � the day we remember the palestinian lives israel shot amp killed from the galilee to the negev httpstco1904tb7mjb,20200330 0608500000,0,israel
60,1218093403398987776,legant66,rt mondoweiss rt aliabunimah the operative who admits that the israel lobby �slaughtered� jeremycorbyn is so embarrassed by this confession video that he is trying to remove copies from the internet including the one published by intifada watch i� httpstco40gbc1zdwk,20200117 0851130000,0,israel
61,1212955959380914177,electionnewsbay,the threat of democratic fatigue in israel is real � around its election and its choices around the us � httpstcookxaw8wg2h,20200103 0436510000,0,israel
62,1248322899024502786,devendramaha,"thank you my dear friend narendramodi prime minister of india for sending chloroquine to israel

all the citizens of israel thank you  httpstcohdaskyzck4",20200409 1852260000,0,israel
63,1242470442784473089,essie224,they dumped him like trash palestinian with suspected coronavirus symptoms thrown out of israel httpstcoyx2dbepcxo,20200324 1516520000,0,israel
64,1213847007389003779,ighodey,rt reuters netanyahu in apparent stumble calls israel nuclear power httpstcokzszctmj3d httpstcooq4pwfozlp,20200105 1537330000,0,israel
65,1214738916902879233,waybaby,"3 example in 2012 assassins kill an iranian nuclear chemist likely directed by israel iran promises revenge 

where does the ultimate revenge take place 

a month later in georgia india and thailand where israeli diplomats are targeted with bombs

httpstcoqel7jkzqhd httpstcoqekqp7ddg4",20200108 0241410000,0,israel
66,1234274410330238976,noitsmyturn,"if they wanna intercept mortar shells iron dome is a great option but it needs a handshake with israel 

sorry raytheon",20200302 0028450000,0,israel
67,1238522968961159170,robertr59073254,rt timesofisrael coronavirus cases in israel rise to 143 3 patients in serious condition httpstcozlbljbwlrs,20200313 1751010000,0,israel
68,1250802292657455104,derekrossreal,mylastrollo maybe one day israel might liberate the palestinians,20200416 1504400000,0,israel
69,1255982754258251776,david03593245,israel is under attack join the fight to protect israel from the boycott divestment and sanctions bds campaign httpstcognyzomccpk,20200430 2209580000,0,israel
70,1234685462247178242,zeneks1,rt america1timfaze israel amp usa wins as bb netanyahu wins reelection  httpstco3xzy3lvfse via america1timfaze,20200303 0342080000,0,israel
71,1247269131738583040,chananale,prime minister benjamin netanyahu and the people of israel pray for the speedy and full recovery of our friend british prime minister borisjohnson  httpstcognope4ulr1,20200406 2105080000,0,israel
72,1252709404908060673,annbpear1,"congratulations israel on netanyahu amp gantzbe forming a new government 

keen to continue the important cooperation and build on our relationship

looking forward to further  and  successes as we enter the 70th year of diplomatic relations",20200421 2122510000,0,israel
73,1212402664828473346,wildbez,"looming confrontation what lies ahead for israel and middle east in 2020

httpstcospyqnpghnz",20200101 1558150000,0,israel
74,1225338628177584129,georges43172743,europe kowtows to israeli apartheid  via newsfusionapps israel news httpstcojrhl5wpiuj,20200206 0841090000,1,israel
75,1237621208696283141,atifgaya,"trump banned muslim and african immigrants
trump sanctified israel war crimes in palestine
trump withdrew us from paris climate accord
trump gave record tax cut to the rich
trump cut welfare programs
trump lauded nazis as fine people

none of these things biden did as vp",20200311 0607440000,0,israel
76,1237905152926867456,swamy39,mangaluru �to fight terrorism india should ally with israel china� subramanian httpstco3eu3vi6utp,20200312 0056020000,0,israel
77,1228800256881524736,lchamou,rt standwithus breaking red alert sirens in southern israel details to follow httpstcorbqs1nl5p8,20200215 2156250000,0,israel
78,1228264486999601153,tanyagkasim,vviewssonicmair i think its because israel has something on them i could be wrong though ,20200214 1027280000,1,israel
79,1243094829120159744,odd1990,"dr israel who died had his results delayed while bongbong marcos who just arrived from spain amd entire staff have had their results immediately wow

if youre not outraged by this youre part of the problem httpstcodmzdoiap7q",20200326 0837570000,0,israel
80,1236212386022830080,aleeaazminn,rt samwhuut wtf even you dont like israel you cant do this it is do disrespectful please dont disrecpect your shoes,20200307 0849350000,0,israel
81,1214945442326351872,georgekerry10,israel does not control congress it merely controls 98 of the 100 senators amp randpaul was almost killed thats why it must still conduct surveillance amp covert lobbying in the us we send them 4 billyr for critical defense needs lobbyingspying here in us foreignagents,20200108 1622200000,1,israel
82,1216722685113159680,larrykah14,"indonesia devastating floods 66 people have died more than 36000 displaced

in the past israel offered humanitarian aid to indonesia  but it was rejected due to antiisrael hate 

i pray for indonesia from israel  httpstcoiu6141wxup",20200113 1404280000,0,israel
83,1213294713807294465,fiercefreckled,"here�s why trump�s admin entertains the thought of war w iran  i�d like to add one more
it makes israel russia amp saudi arabia very happy but for different reasons for russiasaudis it jacks up the price of oil their largest industryampthe israelis nemesis has always been iran httpstco4hfvptbxpy",20200104 0302560000,0,israel
84,1216007991679488000,mrmab867,"rt sebgorka so ilhanmn hates israel and defends iran 

   now do you understand",20200111 1444320000,0,israel
85,1235170253749080065,dannypevoto,idf soldiers across israel took a break from their exercises�to exercise their right to vote israelex2020  httpstcokg4hutsjfn,20200304 1148310000,0,israel
86,1243891428968759298,beatricestrouf,"41 years ago israel and egypt signed a peace treaty 

israel is a country that seeks peace with its neighbours 

it�s time for peace in the middle east wars belong in the past httpstcoenrsr64lkt",20200328 1323210000,0,israel
87,1214586946380546049,abuuk,reddogt3 i think israel is blowing the palestinians away with their illegal occupation,20200107 1637480000,0,israel
88,1242930476119097348,odifass,soon in israel due to coronavirus michaelsanewman the68gote gianlui91580067 lackboys3 roni4488 208juliet ibutterfly34 jamesanderssen jdusa7 lizbethhineni miri20529266 theantiantizio1 peterproud9 irishchutzpah pammyreign keepsmile912 americanzionism httpstcoonddtra8dk,20200325 2144520000,0,israel
89,1232736916119916548,tereziamonae,bernie sanders boycotts proisrael americans httpstco8k0qiohmzh via yahoo,20200226 1839180000,0,israel
90,1213902016113729537,doritnyc,all hell is breaking loose in the middle east and i�m sitting here in israel like httpstcozrt1ci2vgn,20200105 1916080000,0,israel
91,1244922466033709062,asgmshe,"realdonaldtrump 

you know us israel relation is not getting to its high potential you probably know who can help americans should be liking to have their ally standing in middle east but it wont happen as well as we need wo your helping the first hit was iron dome",20200331 0940200000,0,israel
92,1224062384928587777,lithuania2009,rt stanm3 they come to germany as refugees and scream for israel to leave httpstco6pjsh9ftfu,20200202 2009490000,0,israel
93,1222279218542735361,faizz634,ajenglish ok its ok no problem but where are those liberal champs who say israel is only democracy this man is talking about control because kings ruled here isnt that a 30004000 years old phenomenon how will you rationalize it in present context,20200128 2204090000,0,israel
94,1230454705962307589,bleam,"jewish bernie sanders is not afraid to speak out against israel
httpstcoo4bqbbfrfi
we need more politicians who do not keep quiet about the appalling behaviour of governments 
worldnews
america 
labourleadership",20200220 1130370000,0,israel
95,1214245055906689024,warsonthebrink,breaking israeli prime minister netanyahu told security cabinet that israel wasnt involved in the killing of soleimani and stressed it is a us event and we should stay out of it according to 2 cabinet ministers who attended the meeting barakravid,20200106 1759150000,0,israel
96,1215679094903451655,susanjfeingold,bdssupporters pervasive antisemitic rhetoric among boycott supporters that too often equates all things israel and jewish with the oppression of palestinian rights jstreetdotorg,20200110 1657370000,0,israel
97,1250254137364746247,hatoumal,"alison weir despite coronaviruscaused cutbacks israel expects to get full 38 billion
while thousands of americans out of work amp tens of millions impacted by coronavirus cutbacks experts expect israel will get its full massive aid package
abc
read httpstcou5rbgfnogw httpstco8zckw0evc5",20200415 0246290000,1,israel
98,1229675902176505856,julienms,israel shot 8 yearold malek issa between the eyes after he bought a sandwich from a shop it was no accident its what israeli soldiers do httpstcob4pf92ecib,20200218 0755560000,0,israel
99,1231940096938651654,david11914098,rt criostoirreturn coronavirus in israel httpstcoyfe0b7xivf httpstcoxzymbjieim,20200224 1353020000,0,israel
100,1220186946187812864,jojoshabone,lsarsour america and israel will remain strong,20200123 0330120000,0,israel
101,1251302393335160838,brindlepooch,"caroleannesr acosta us alerted israel nato to disease outbreak in china in november � tv report whitehouse 

httpstcoelfe0rx9t7",20200418 0011530000,0,israel
102,1251042997053120514,daveensmoore,realdonaldtrump stop lying  in november 2019 you sent an urgent national security notice to israel  not to the american people  that there was a coronavirus outbreak in china httpstco1o15oedmw3,20200417 0701080000,0,israel
103,1246279297406586881,patrickjane3169,the land of israel httpstcodzalbovwh5,20200404 0331530000,0,israel
104,1228281085945171970,jiankk,"rt phatill israel adesanyas uncensored speech after been named new zealand sportsman of the year



httpstcou67rvyavkq",20200214 1133250000,0,israel
105,1236578109647978498,yinyeswit,"i fed his leg up  i did what i had to do to win that fight

israel adesanya laid out the strategy that helped him win at ufc248 httpstcoci2izfirmw",20200308 0902500000,0,israel
106,1230579486921515009,abiodunoluaye,how you know we are messed up in africa egypt have memorials of enslaving the children of israel german have loads of 2nd world war memorials mushroom cloud is a reminder of hiroshima please where is the memorial of what our forefathers did that cannot be forgiven self what,20200220 1946270000,0,israel
107,1241627552541638656,mbahaaru,israel must lift the blockade nearly 2 million palestinians have just 62 ventilators 160 test kits amp insufficient medicines to survive covid19 httpstcoa1wzovd3ci,20200322 0727310000,0,israel
108,1225811967526539265,mirabarhillel,israels gunmen turned 155 gazans into amputees amp paralysed 27 in just 2yrs when specialist treatment was needed israel forbid that too httpstcoqziohehlpg,20200207 1602020000,0,israel
109,1249872231313952769,delfreydo,israel more like isfake,20200414 0128560000,1,israel
110,1215645404978667520,yadisingh,israel won�t let me in to palestine to see my family but random western christians who have no connection to the land have a �birthright� lmao ok,20200110 1443440000,0,israel
111,1237651791052804097,angel1350852961,"rashida tlaib pushing linda sarsours antiamerican jihadi filth while sporting a tshirt showing a total takeover of israel by palestinians
no its not antisemitic just art from her grandmother in palestine httpstcowuueaptmkj",20200311 0809160000,0,israel
112,1228859771559825408,mariell68324411,"a palestinianborn antiisrael activist amp nyu prof amin husain recently deleted most of his social media posts  seems he doesnt want to be held responsible for the thuggery he encourages
httpstcokp5vubsp04",20200216 0152550000,0,israel
113,1222932253623431172,sagaciouso,"�it is difficult to understand how in 2020 israel can make the case for a system of governance that just a few decades ago was globally repudiated when it existed in south africa�

httpstcouaaeuq9wfs",20200130 1719040000,1,israel
114,1242568527812481027,levinepmc,so much for the big israel apartheid lie,20200324 2146370000,0,israel
115,1251256365059891203,dolliecrooks,realdonaldtrump no they�re losing jobs because you unleashed a deadly pandemic on america one the us warned israel about in november and you were calling a hoex in march you lying racist grim reaping son of a klansman,20200417 2108590000,0,israel
116,1233604369473511424,truecolorzx1,rt simonmaginn israel set to be investigated for war crimes in palestinian territories icc announces httpstcom2bztcuh74,20200229 0406150000,0,israel
117,1250799352429318150,shahhanraheel,israel is shutting down covid19 clinics in palestine and they arrested the staff palestinians don�t even have the right to get tested for corona during a pandemic i�m so tired of seeing my peoples basic human rights constantly being violated,20200416 1452590000,0,israel
118,1231197636742537216,stevkatanka1,check out israel 1964 congress tel aviv histadrut israel  bronze medal 120 gr httpstco1cpyuvu0ks ebay,20200222 1242450000,0,israel
119,1225402820733624321,garrybowers,ken loach is right people are accused of antisemitism for criticising israel however as with jeremy corbyn  this only happens though in support of palestine httpstcowrxpvyjexu,20200206 1256140000,0,israel
120,1226923543155400704,thruthebiblenet,israel is in big trouble their prosperity is blinding them from their true condition they blame the government for the troubles in their own hearts and they are trying to outdo each other in calf worship how will god respond ttb biblebus god httpstcoygffmlh1ak,20200210 1739020000,1,israel
121,1237205006236999680,themrpov,anyone entering israel will have to be quarantined for at least 2 weeks netanyahu says effectively stopping tourism the measure will be in effect for at least 2 weeks httpstcolf3yrorlyi,20200310 0233540000,0,israel
122,1215272077126709249,judsperl1,"he concluded with a request that the uk thinks carefully in the future before voting against israel at the un

israel is being singled out amp to borrow a phrase with nauseating frequency amp we are joining in  the singling out of the jewish state is wrong and unjustified

33 httpstcox3t1xfqooa",20200109 1400160000,0,israel
123,1221392238984351745,kimirasid,rt spectatorindex breaking israel will permit its citizens to travel to saudi arabia for both religious and business purposes,20200126 1119360000,0,israel
124,1213637500624920576,middleeastmnt,israel security forces take away 5 tractors in the occupied west bank httpstcovwtlahv57t,20200105 0145030000,0,israel
125,1248327412506595328,louisaboina,"ephraimodhiamb3 thesixthsealofgod the ox knows its master the donkey its owner�s manger but israel does not know my people do not understand�
isaiah 13 niv",20200409 1910220000,0,israel
126,1244686724787249154,elaineniddery,"i call on israel and the world on palestinelandday and every day to end the blockade of gaza
greatreturnmarch   
returninourlifetime httpstconkwyi71eag",20200330 1803350000,0,israel
127,1244681248032927747,rationalsettler,"david friedman and his wife tammy donate 50000 to leket israel israels largest food aid organization 
thank you usambisrael your generousity is boundless 
httpstcomwqbsnpfkh",20200330 1741490000,0,israel
128,1247715304878284806,tlavagabond,us gov gives 1m masks to israel during shortage coronavirus censorship amp trump �holds� who funding httpstcofj35kitt5c httpstco42fy9a2qjg,20200408 0238040000,0,israel
129,1213814949916659712,noellenajjar,rt haaretzcom netanyahu accidentally calls israel a nuclear power httpstcoyvsbd4vcie,20200105 1330100000,0,israel
130,1232021876215554051,solomon54299685,imshin they look not bad despite the genocide that israel is committing they eat well get married kiss shoot and cry httpstco2xdmzvu88a,20200224 1917590000,0,israel
131,1245251286909497344,wilsongoatszn,originalcc11 uh i mean you got israel kuwait uae saudi arabia do i need to continue,20200401 0726570000,0,israel
132,1222417627626254337,mclovin01870,benshapiro im curious what you think of how israel treats palestinians for example cutting off electricity or water also dumping trash on them from higher apartments ps i love your work and enjoy watching you debate,20200129 0714080000,0,israel
133,1225396178767904770,mehdirizvi123,"what israel gains

settlers will no longer be subject to military management
settlement limitations will be removed in the future
israel will control 30 of the west bank

what the us will give israel

consent for israel�s control over settlements",20200206 1229500000,0,israel
134,1233438028846125058,mariabattles,rt jordansekulow radio israel makes potential breakthrough in race for coronavirus vaccine httpstcoewd7lpha5c,20200228 1705160000,0,israel
135,1214890194547171328,mohsintanveer10,"iran today

 fired missiles at us base in iraq

 threatened to strike locations in israel and the uae

 qassem soleimani buried

 ukrainian boeing 737 with 180 passengers crashes near tehran

 49 magnitude earthquake in countrys southwestern region",20200108 1242480000,0,israel
136,1246608969692377089,plivecalmest,   maga the limit of israel by and large might have been due to a bad a e s t h e t i c rawr xd fake             ,20200405 0121530000,0,israel
137,1215008010864644097,keleccini,"poland�s president andrzej duda won�t attend a commemoration in israel to mark the 75th anniversary of the liberation of the auschwitz nazi death camp which was located in poland because he was not asked to speak at the forum
httpstcof7kwpxkhs5",20200108 2030580000,0,israel
138,1248019069539725313,spartanmichigan,wishing a happy passover to those celebrating in the united states israel and around the world httpstco83odnd9yvh,20200408 2245070000,0,israel
139,1233167466462728192,yoofluffjae,israel is an illegally established apartheid state for the past 71 years they have killed tens of thousands of palestinians confiscated palestinian land and built a wall to keep palestinians trapped with no access to the sea or border,20200227 2310090000,1,israel
140,1242897381861007360,astrud1010,rt heytammybruce antisemites �celebrate� as israel announces first coronavirus death httpstcommqrudj9jk via nyjooo,20200325 1933220000,0,israel
141,1248271342635491338,numsamedia,"we condemn the racist apartheid state of israel for continuing with its relentless war against the people of palestine we demand an end to sanctions in gaza
endsanctionssavelives
antiimperial20 
tricontinental 
saftumedia bdsmovement pscabigaza iawafrica httpstcoumpvvrxkvu",20200409 1527340000,1,israel
142,1215663179587559425,mottmason,"vital how israel is flooding europe with muslims video 
httpstcotgeor7prgy 
  veterans today  military foreign affairs policy journal for clandestine services httpstco0gjcmfwwyf",20200110 1554220000,1,israel
143,1251641618584621057,gumanti95485609,citizens of israel our accomplishments measure up to every global standard all the more so since we live in a very small and crowded country therefore your achievement here is very important,20200418 2239500000,0,israel
144,1222265818026795008,theisraelink,idf believes a mortar was shot into israel and landed in an open space a short time ago,20200128 2110540000,0,israel
145,1245380657293012992,henmazzig,ericleiderman mdais israel is in europe,20200401 1601010000,0,israel
146,1231035584799526915,saifhasan21,"this israeli girl said

they have a university in gaza theyre not opressed

where is the correlation

israel doesnt allow gaza to export gas or anything out of gaza they live in an open air prison httpstcosy4h9iyuxl",20200222 0158490000,0,israel
147,1238706700888260608,cupidave,proustmalone stanleycohenlaw so has israel discovered a vaccine the problem is we do not ok vaccines unless they are tested ie 6 months,20200314 0601060000,0,israel
148,1244195647680663554,ozwxmfc,trainersandtea pipdavies israel at home weren�t it,20200329 0932130000,0,israel
149,1255431280478629890,imtiyaz77657830,"rt haiderrr313 no doubt israel is a terrorist state

israel httpstcokxmja0yf83",20200429 0938360000,1,israel
150,1215018103622365184,igg1purifier,"breaking ilhan �israel hypnotizes the world� omar admits that when she seeks sanctions against israel it�s really �economic warfare�

ilhan your antisemitism is showing",20200108 2111040000,0,israel
151,1221493172108480513,middleeasteye,"why are turkey greece israel egypt libya and other neighbouring countries fighting over maps and maritime boundaries because of the worlds largest untapped source of natural gas sitting under the mediterranean sea 
httpstcoerg1gan6i6",20200126 1800410000,0,israel
152,1252374681413316620,literalfraud,rt jiwas64 i will attempt to ratio the state of israel with brawl koopa hopping httpstcoqtuzsqjqjw,20200420 2312460000,0,israel
153,1222270776671338496,esneet4113,"trump plan 

� conditional state for palestinians
� jerusalem undivided capital for israel but palestinians capital somewhere in e j
� conceptual map 
� only netanyahu on podium
� no saudi or jordan or palestinian or egypt representation in room  httpstcopd3gpaznla",20200128 2130360000,0,israel
154,1245724266823327745,janinek72,"coronavirus wrap europe cases breach 500 000 israel health minister contracts covid19 and philippines ambassador to lebanon dies  coronaviruspandemic

httpstcookkreyw8vw httpstcovizjzi4hed",20200402 1446240000,0,israel
